Date: 2024-11-10 | Time: 04:56:00 | Transition: surprise -> surprise | Duration: 1.9s | Scores: {'angry': 0.39, 'disgust': 0.12, 'fear': 0.29, 'happy': 0.76, 'sad': 0.23, 'surprise': 0.71, 'neutral': 0.78}
Date: 2025-03-11 | Time: 12:46:43 | Transition: angry -> sad | Duration: 0.32s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.0, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:46:47 | Transition: sad -> angry | Duration: 4.23s | Scores: {'angry': 0.59, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.08, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:46:47 | Transition: angry -> neutral | Duration: 0.28s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.09, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.4}
Date: 2025-03-11 | Time: 12:46:47 | Transition: neutral -> sad | Duration: 0.28s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:46:48 | Transition: sad -> angry | Duration: 0.29s | Scores: {'angry': 0.39, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.17}
Date: 2025-03-11 | Time: 12:46:48 | Transition: angry -> sad | Duration: 0.31s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:46:49 | Transition: sad -> neutral | Duration: 1.14s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.0, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.52}
Date: 2025-03-11 | Time: 12:46:50 | Transition: neutral -> sad | Duration: 0.59s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.0, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:46:50 | Transition: sad -> angry | Duration: 0.34s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.0, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:46:50 | Transition: angry -> fear | Duration: 0.32s | Scores: {'angry': 0.41, 'disgust': 0.0, 'fear': 0.43, 'happy': 0.0, 'sad': 0.08, 'surprise': 0.02, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:46:51 | Transition: fear -> sad | Duration: 0.63s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:46:52 | Transition: sad -> fear | Duration: 1.15s | Scores: {'angry': 0.34, 'disgust': 0.0, 'fear': 0.42, 'happy': 0.0, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.12}
Date: 2025-03-11 | Time: 12:46:52 | Transition: fear -> sad | Duration: 0.28s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.48, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:46:53 | Transition: sad -> angry | Duration: 0.28s | Scores: {'angry': 0.33, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.0, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.17}
Date: 2025-03-11 | Time: 12:46:53 | Transition: angry -> sad | Duration: 0.36s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.0, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:46:57 | Transition: sad -> angry | Duration: 3.73s | Scores: {'angry': 0.34, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.0, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:46:57 | Transition: angry -> sad | Duration: 0.30s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.0, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:46:57 | Transition: sad -> neutral | Duration: 0.28s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.0, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:46:58 | Transition: neutral -> sad | Duration: 0.59s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.31}
Date: 2025-03-11 | Time: 12:46:58 | Transition: sad -> neutral | Duration: 0.29s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.0, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.63}
Date: 2025-03-11 | Time: 12:47:00 | Transition: neutral -> sad | Duration: 1.68s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.44, 'surprise': 0.01, 'neutral': 0.3}
Date: 2025-03-11 | Time: 12:47:00 | Transition: sad -> angry | Duration: 0.25s | Scores: {'angry': 0.58, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.22}
Date: 2025-03-11 | Time: 12:47:00 | Transition: angry -> neutral | Duration: 0.28s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.05, 'sad': 0.1, 'surprise': 0.01, 'neutral': 0.48}
Date: 2025-03-11 | Time: 12:47:01 | Transition: neutral -> angry | Duration: 0.64s | Scores: {'angry': 0.84, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:02 | Transition: angry -> happy | Duration: 0.59s | Scores: {'angry': 0.41, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.45, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:02 | Transition: happy -> angry | Duration: 0.31s | Scores: {'angry': 0.86, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.08, 'sad': 0.02, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:05 | Transition: angry -> neutral | Duration: 2.79s | Scores: {'angry': 0.25, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.12, 'sad': 0.12, 'surprise': 0.02, 'neutral': 0.34}
Date: 2025-03-11 | Time: 12:47:05 | Transition: neutral -> angry | Duration: 0.27s | Scores: {'angry': 0.55, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.04, 'sad': 0.1, 'surprise': 0.02, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:47:07 | Transition: angry -> neutral | Duration: 2.29s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.03, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.71}
Date: 2025-03-11 | Time: 12:47:08 | Transition: neutral -> sad | Duration: 0.64s | Scores: {'angry': 0.19, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.47, 'surprise': 0.0, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:47:09 | Transition: sad -> neutral | Duration: 0.62s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.11, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.46}
Date: 2025-03-11 | Time: 12:47:09 | Transition: neutral -> angry | Duration: 0.74s | Scores: {'angry': 0.45, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:47:10 | Transition: angry -> sad | Duration: 0.36s | Scores: {'angry': 0.35, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:47:10 | Transition: sad -> angry | Duration: 0.36s | Scores: {'angry': 0.47, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.01, 'sad': 0.24, 'surprise': 0.02, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:10 | Transition: angry -> sad | Duration: 0.32s | Scores: {'angry': 0.34, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.37, 'surprise': 0.01, 'neutral': 0.17}
Date: 2025-03-11 | Time: 12:47:11 | Transition: sad -> angry | Duration: 0.59s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:47:11 | Transition: angry -> sad | Duration: 0.29s | Scores: {'angry': 0.25, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:47:12 | Transition: sad -> neutral | Duration: 0.95s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.49}
Date: 2025-03-11 | Time: 12:47:13 | Transition: neutral -> sad | Duration: 0.30s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.16, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.36}
Date: 2025-03-11 | Time: 12:47:13 | Transition: sad -> neutral | Duration: 0.28s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.07, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.71}
Date: 2025-03-11 | Time: 12:47:13 | Transition: neutral -> sad | Duration: 0.28s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.11, 'sad': 0.49, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:47:15 | Transition: sad -> angry | Duration: 1.81s | Scores: {'angry': 0.35, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.02, 'sad': 0.23, 'surprise': 0.01, 'neutral': 0.12}
Date: 2025-03-11 | Time: 12:47:15 | Transition: angry -> neutral | Duration: 0.29s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.69}
Date: 2025-03-11 | Time: 12:47:16 | Transition: neutral -> angry | Duration: 0.89s | Scores: {'angry': 0.56, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:47:17 | Transition: angry -> neutral | Duration: 0.88s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.47}
Date: 2025-03-11 | Time: 12:47:18 | Transition: neutral -> sad | Duration: 0.59s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.4, 'surprise': 0.0, 'neutral': 0.39}
Date: 2025-03-11 | Time: 12:47:18 | Transition: sad -> neutral | Duration: 0.58s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.51}
Date: 2025-03-11 | Time: 12:47:19 | Transition: neutral -> sad | Duration: 0.81s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.04, 'sad': 0.59, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:47:20 | Transition: sad -> neutral | Duration: 0.89s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.04, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.39}
Date: 2025-03-11 | Time: 12:47:20 | Transition: neutral -> sad | Duration: 0.59s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.65, 'surprise': 0.0, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:47:21 | Transition: sad -> neutral | Duration: 0.30s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.08, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.5}
Date: 2025-03-11 | Time: 12:47:21 | Transition: neutral -> sad | Duration: 0.27s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.09, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:47:21 | Transition: sad -> neutral | Duration: 0.28s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.05, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.46}
Date: 2025-03-11 | Time: 12:47:22 | Transition: neutral -> sad | Duration: 0.27s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.0, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.36}
Date: 2025-03-11 | Time: 12:47:22 | Transition: sad -> neutral | Duration: 0.28s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.05, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.7}
Date: 2025-03-11 | Time: 12:47:22 | Transition: neutral -> angry | Duration: 0.55s | Scores: {'angry': 0.54, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.3}
Date: 2025-03-11 | Time: 12:47:23 | Transition: angry -> neutral | Duration: 0.47s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.02, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.83}
Date: 2025-03-11 | Time: 12:47:23 | Transition: neutral -> sad | Duration: 0.50s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.02, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:47:24 | Transition: sad -> neutral | Duration: 0.27s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.03, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.8}
Date: 2025-03-11 | Time: 12:47:24 | Transition: neutral -> sad | Duration: 0.26s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.0, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:47:24 | Transition: sad -> angry | Duration: 0.28s | Scores: {'angry': 0.59, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:47:25 | Transition: angry -> happy | Duration: 0.78s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.73, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:47:25 | Transition: happy -> angry | Duration: 0.30s | Scores: {'angry': 0.65, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.12, 'sad': 0.05, 'surprise': 0.02, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:26 | Transition: angry -> fear | Duration: 0.24s | Scores: {'angry': 0.2, 'disgust': 0.02, 'fear': 0.32, 'happy': 0.08, 'sad': 0.3, 'surprise': 0.01, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:47:26 | Transition: fear -> sad | Duration: 0.25s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.11, 'sad': 0.26, 'surprise': 0.01, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:47:26 | Transition: sad -> happy | Duration: 0.58s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.36, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:47:27 | Transition: happy -> sad | Duration: 0.27s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.03, 'sad': 0.71, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:47:28 | Transition: sad -> angry | Duration: 1.11s | Scores: {'angry': 0.38, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.24, 'sad': 0.2, 'surprise': 0.01, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:47:28 | Transition: angry -> neutral | Duration: 0.55s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.0, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.44}
Date: 2025-03-11 | Time: 12:47:29 | Transition: neutral -> angry | Duration: 0.27s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.01, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.22}
Date: 2025-03-11 | Time: 12:47:29 | Transition: angry -> sad | Duration: 0.31s | Scores: {'angry': 0.3, 'disgust': 0.01, 'fear': 0.15, 'happy': 0.02, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.14}
Date: 2025-03-11 | Time: 12:47:29 | Transition: sad -> neutral | Duration: 0.30s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.0, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.59}
Date: 2025-03-11 | Time: 12:47:30 | Transition: neutral -> fear | Duration: 0.56s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.0, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:47:30 | Transition: fear -> neutral | Duration: 0.27s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.35, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.02, 'neutral': 0.43}
Date: 2025-03-11 | Time: 12:47:31 | Transition: neutral -> angry | Duration: 0.53s | Scores: {'angry': 0.43, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.05, 'sad': 0.1, 'surprise': 0.01, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:47:31 | Transition: angry -> neutral | Duration: 0.20s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.06, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.39}
Date: 2025-03-11 | Time: 12:47:31 | Transition: neutral -> angry | Duration: 0.21s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.12, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:47:31 | Transition: angry -> sad | Duration: 0.20s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.04, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:47:31 | Transition: sad -> neutral | Duration: 0.20s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.05, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.68}
Date: 2025-03-11 | Time: 12:47:32 | Transition: neutral -> angry | Duration: 0.64s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.06, 'sad': 0.27, 'surprise': 0.01, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:47:33 | Transition: angry -> neutral | Duration: 1.00s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.07, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:47:33 | Transition: neutral -> angry | Duration: 0.19s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.08, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:47:33 | Transition: angry -> sad | Duration: 0.20s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.09, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:47:34 | Transition: sad -> angry | Duration: 0.19s | Scores: {'angry': 0.33, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.01, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:47:34 | Transition: angry -> neutral | Duration: 0.40s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.06, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.69}
Date: 2025-03-11 | Time: 12:47:34 | Transition: neutral -> angry | Duration: 0.48s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.16, 'sad': 0.23, 'surprise': 0.0, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:47:35 | Transition: angry -> neutral | Duration: 0.22s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.57}
Date: 2025-03-11 | Time: 12:47:37 | Transition: neutral -> angry | Duration: 2.41s | Scores: {'angry': 0.58, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.0, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.09}
Date: 2025-03-11 | Time: 12:47:38 | Transition: angry -> neutral | Duration: 0.63s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.68}
Date: 2025-03-11 | Time: 12:47:40 | Transition: neutral -> fear | Duration: 1.91s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.36, 'happy': 0.01, 'sad': 0.17, 'surprise': 0.07, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:47:40 | Transition: fear -> sad | Duration: 0.67s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.65, 'surprise': 0.0, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:47:41 | Transition: sad -> neutral | Duration: 0.46s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.62}
Date: 2025-03-11 | Time: 12:47:41 | Transition: neutral -> sad | Duration: 0.70s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.16, 'sad': 0.46, 'surprise': 0.01, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:47:42 | Transition: sad -> angry | Duration: 0.27s | Scores: {'angry': 0.54, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.27, 'surprise': 0.05, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:52 | Transition: angry -> sad | Duration: 9.82s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.92, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:47:55 | Transition: sad -> happy | Duration: 3.87s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.39, 'sad': 0.24, 'surprise': 0.06, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:47:56 | Transition: happy -> fear | Duration: 0.17s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.07, 'sad': 0.16, 'surprise': 0.27, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:47:56 | Transition: fear -> sad | Duration: 0.18s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.04, 'sad': 0.4, 'surprise': 0.06, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:47:56 | Transition: sad -> neutral | Duration: 0.21s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.05, 'sad': 0.35, 'surprise': 0.01, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:47:56 | Transition: neutral -> sad | Duration: 0.20s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.03, 'sad': 0.74, 'surprise': 0.02, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:48:01 | Transition: sad -> neutral | Duration: 4.30s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.74}
Date: 2025-03-11 | Time: 12:48:01 | Transition: neutral -> sad | Duration: 0.20s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.11, 'sad': 0.77, 'surprise': 0.0, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:48:01 | Transition: sad -> happy | Duration: 0.41s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.51, 'sad': 0.22, 'surprise': 0.01, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:48:02 | Transition: happy -> sad | Duration: 1.29s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.08, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:48:03 | Transition: sad -> happy | Duration: 0.19s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.49, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.38}
Date: 2025-03-11 | Time: 12:48:03 | Transition: happy -> sad | Duration: 0.50s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.15, 'sad': 0.28, 'surprise': 0.14, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:48:04 | Transition: sad -> neutral | Duration: 1.19s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.51}
Date: 2025-03-11 | Time: 12:48:04 | Transition: neutral -> sad | Duration: 0.22s | Scores: {'angry': 0.0, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.41}
Date: 2025-03-11 | Time: 12:48:05 | Transition: sad -> neutral | Duration: 0.19s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.04, 'sad': 0.43, 'surprise': 0.01, 'neutral': 0.49}
Date: 2025-03-11 | Time: 12:48:05 | Transition: neutral -> sad | Duration: 0.38s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.79, 'surprise': 0.0, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:48:06 | Transition: sad -> happy | Duration: 0.93s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.4, 'sad': 0.34, 'surprise': 0.01, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:48:06 | Transition: happy -> sad | Duration: 0.23s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.02, 'sad': 0.8, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:48:10 | Transition: sad -> neutral | Duration: 3.60s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.02, 'sad': 0.37, 'surprise': 0.0, 'neutral': 0.57}
